Unnamed: 0;Seller;Address;Date_Item;Current_Price;Last_Price;Item_Link
;Артур;Республика Башкортостан, Уфимский р-н, Жуковский сельсовет, с. Жуково;16.7.2025;100 000;100 000;http://avito.ru/avdon/gotoviy_biznes/pvz_ozon_7459447311?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Пермский край, Пермь;16.7.2025;900 000;900 000;http://avito.ru/perm/gotoviy_biznes/prodam_pvz_wb_7321529548?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Лиана Кашапова;Республика Башкортостан, Стерлитамак;16.7.2025;500 000;500 000;http://avito.ru/sterlitamak/gotoviy_biznes/punkt_vydachi_zakazov_wb_7439731432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Башкортостан, Давлекановский р-н, городское поселение Давлеканово, Давлеканово;16.7.2025;120 000;120 000;http://avito.ru/davlekanovo/gotoviy_biznes/prodam_pvz_ozon_7525948358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;280 000;280 000;http://avito.ru/ekaterinburg/gotoviy_biznes/punkty_vydachi_wildberries_7362633892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Белгородская обл., Старооскольский г.о., с. Черниково;16.7.2025;350 000;350 000;http://avito.ru/belgorodskaya_oblast_gorodische/gotoviy_biznes/prodazha_pvz_wildberries_ozon_7423344087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Татарстан, Казань;16.7.2025;600 000;600 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7497985898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;БИЗНЕС МАРКЕТ - ПРОДАЖА ГОТОВОГО БИЗНЕСА;Свердловская обл., Екатеринбург;16.7.2025;1 250 000;1 250 000;http://avito.ru/ekaterinburg/gotoviy_biznes/gotovyy_biznespvz_ozonpribyl_72_000_7512992184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Компания;Московская обл., г.о. Люберцы, рп. Октябрьский;16.7.2025;1 550 000;1 550 000;http://avito.ru/moskovskaya_oblast_oktyabrskiy/gotoviy_biznes/prodam_gotovyy_punkt_vydachi_wildberries_pvz_7477109983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Эля;Пензенская обл., Пенза;16.7.2025;500 000;500 000;http://avito.ru/penza/gotoviy_biznes/prodam_gotovyy_biznes_ozon_7406504189?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Свердловская обл., Каменск-Уральский г.о., Каменск-Уральский;16.7.2025;450 000;450 000;http://avito.ru/kamensk-uralskiy/gotoviy_biznes/prodam_pvz_wb_7516735502?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Татарстан, Казань;16.7.2025;630 000;630 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_pvz_ozon_7543790938?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Александр;Омская обл., Омск;16.7.2025;576 900;576 900;http://avito.ru/omsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7433659896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Alina Khmurenkova;Республика Башкортостан, Иглинский р-н, Иглинский сельсовет, с. Иглино;16.7.2025;450 000;450 000;http://avito.ru/iglino/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7492857958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Оксана;Белгородская обл., Старооскольский г.о., Старый Оскол;16.7.2025;350 000;350 000;http://avito.ru/staryy_oskol/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_7434028356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Олеся;Саратовская обл., Энгельсский р-н, муниципальное образование Энгельс, Энгельс;16.7.2025;380 000;380 000;http://avito.ru/engels/gotoviy_biznes/yandeks_market_punkt_vydachi_zakazov_7480138265?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Анна;Владимирская обл., Владимир;16.7.2025;420 000;420 000;http://avito.ru/vladimir/gotoviy_biznes/2_punkta_vydachi_7348279642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;ПВЗ с умом;Москва;16.7.2025;4 700 000;4 700 000;http://avito.ru/moskva/gotoviy_biznes/prodam_sverhpribylnyy_pvz_ozon_7489660108?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Башкортостан, Стерлитамак;16.7.2025;800 000;800 000;http://avito.ru/sterlitamak/gotoviy_biznes/prodam_pribylnyy_punkt_vydachi_zakazov_wb_7468979493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Московская обл., Ленинский г.о., пгт. Мисайлово;16.7.2025;1 050 000;1 050 000;http://avito.ru/vidnoe/gotoviy_biznes/prodazha_pribylnogo_punkta_vydachi_ozon_7472144854?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Московская обл., Люберцы;16.7.2025;350 000;350 000;http://avito.ru/lyubertsy/gotoviy_biznes/prodam_gotovyy_biznespribylnyy_pvz_ozon_7442728661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Артемий;Удмуртская Республика, Глазов;16.7.2025;750 000;750 000;http://avito.ru/glazov/gotoviy_biznes/punkty_vydachi_zakazov_ozon_7521256239?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Максим;Тюменская обл., Тюмень;16.7.2025;600 000;600 000;http://avito.ru/tyumen/gotoviy_biznes/punkt_vydachi_zakazov_ozon_s_podderzhkoy_7502446436?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Сергей;Челябинская обл., Челябинск;16.7.2025;30 000;30 000;http://avito.ru/chelyabinsk/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7215342624?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Курганская обл., Шадринск;16.7.2025;430 000;430 000;http://avito.ru/shadrinsk/gotoviy_biznes/prodam_punkt_vydachi_ozon_7509847444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Анастасия Броско;Астраханская обл., Астрахань;16.7.2025;250 000;250 000;http://avito.ru/astrahan/gotoviy_biznes/punkty_vydachi_ozon_7229494326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Башкортостан, Стерлитамак;16.7.2025;6 000 000;6 000 000;http://avito.ru/sterlitamak/gotoviy_biznes/prodam_pvz_ozon_vb_7364317009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Москва;16.7.2025;1 000 000;1 000 000;http://avito.ru/moskva/gotoviy_biznes/punkty_vydachi_zakazov_wildberries_900_kvartir_7424544667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Свердловская обл., Екатеринбург;16.7.2025;1 200 000;1 200 000;http://avito.ru/ekaterinburg/gotoviy_biznes/pribylnyy_punkt_vydachi_ozon_7530394717?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Илья;Курганская обл., Курган;16.7.2025;450;450;http://avito.ru/kurgan/gotoviy_biznes/pvz_ozon_7494252656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Тюменская обл., Тюмень;16.7.2025;1 150 000;1 150 000;http://avito.ru/tyumen/gotoviy_biznes/pvz_vayldberis_gotovyy_biznes_7474347554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Москва;16.7.2025;950 000;950 000;http://avito.ru/moskva/gotoviy_biznes/kupit_pvz_valberiz_7409623183?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Челябинская обл., Челябинск;16.7.2025;2 000 000;2 000 000;http://avito.ru/chelyabinsk/gotoviy_biznes/prodam_pvz_ozon_7486685256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Alina Khmurenkova;Республика Башкортостан, Иглинский р-н, Иглинский сельсовет, с. Иглино;16.7.2025;1 490 000;1 490 000;http://avito.ru/iglino/gotoviy_biznes/punkt_vydachi_wb_7492012990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Москва, Новомосковский административный округ, р-н Коммунарка;16.7.2025;3 900 000;3 900 000;http://avito.ru/mosrentgen/gotoviy_biznes/pribylnyy_pvz_wildberries_v_novoy_moskve_7408934985?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;маргарита;Курганская обл., Курган;16.7.2025;670 000;670 000;http://avito.ru/kurgan/gotoviy_biznes/prodam_punkt_vydachi_ozon_7484259958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Челябинская обл., Челябинск;16.7.2025;1 800 000;1 800 000;http://avito.ru/chelyabinsk/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7520136354?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;One;Москва, Новомосковский административный округ, поселение Десёновское;16.7.2025;500 000;500 000;http://avito.ru/vatutinki/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7490171462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Нижегородская обл., Нижний Новгород;16.7.2025;2 400 000;2 400 000;http://avito.ru/nizhniy_novgorod/gotoviy_biznes/prodam_pvz_ozon_7519888074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Станислав Пурихов;Москва;16.7.2025;1 000 000;1 000 000;http://avito.ru/moskva/gotoviy_biznes/pribylnyy_punkt_ozon_ya.market_vb_7497628737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Москва;16.7.2025;500 000;500 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_zakazov_yandeks_market_7509382400?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Ханты-Мансийский АО, Сургутский р-н, сельское поселение Солнечный, пос. Солнечный;16.7.2025;330 000;330 000;http://avito.ru/hanty_mansiyskiy_ao_solnechnyy/gotoviy_biznes/pvz_ozon_7449393628?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Сергей;Москва, Новомосковский административный округ, р-н Коммунарка;16.7.2025;600 000;600 000;http://avito.ru/kommunarka/gotoviy_biznes/prodazha_pvz_ozon_yandeks_market_7519059730?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Калужская обл., Калуга;16.7.2025;100 000;100 000;http://avito.ru/kaluga/gotoviy_biznes/prodaetsya_punkt_vydachi_zakazov_yandeks_market_7431807664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;кристина;Москва;16.7.2025;2 240 000;2 240 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_ozon_pribyl_140_tys.v_mes_7521182846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;LEDСвет - 13 лет делаем Ваш дом ярче;Пензенская обл., Пенза;16.7.2025;490 000;490 000;http://avito.ru/penza/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_zakazov_7482448349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Борис;Москва;16.7.2025;300 000;300 000;http://avito.ru/moskva/gotoviy_biznes/punkty_vydachi_zakazov_ozon_7476012392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;Наталия;Москва;16.7.2025;1 450 000;1 450 000;http://avito.ru/moskva/gotoviy_biznes/punkt_vydachi_wildberries_7516271496?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqYlR6RTZEVFB4NDNKRXVCIjt9luv8AT8AAAA
;'Без имени';Республика Татарстан (Татарстан), Альметьевский р-н, муниципальное образование Альметьевск, Альметьевск;16.7.2025;450 000;450 000;http://avito.ru/almetevsk/gotoviy_biznes/pvz_vayldberriz_7499327004?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Пензенская обл., Пенза;16.7.2025;300 000;300 000;http://avito.ru/penza/gotoviy_biznes/prodam_gotovyy_biznes_punkt_vydachi_zakazov_7539861397?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Кировская обл., Киров;16.7.2025;300 000;300 000;http://avito.ru/kirovskaya_oblast_kirov/gotoviy_biznes/prodam_punkt_vydachi_ozon_7520754830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Василий Шкира;Челябинская обл., Челябинск;16.7.2025;250 000;250 000;http://avito.ru/chelyabinsk/gotoviy_biznes/pribylnyy_pvz_yandeks_market_7377108194?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;LEDСвет - 13 лет делаем Ваш дом ярче;Пензенская обл., Пенза;16.7.2025;490 000;490 000;http://avito.ru/penza/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_zakazov_7482448349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Московская обл., Люберцы;16.7.2025;350 000;350 000;http://avito.ru/lyubertsy/gotoviy_biznes/prodam_gotovyy_biznespribylnyy_pvz_ozon_7442728661?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Айгуль;Республика Башкортостан, Белорецкий р-н, городское поселение Белорецк, Белорецк;16.7.2025;200 000;200 000;http://avito.ru/beloretsk/gotoviy_biznes/prodam_pvz_wb_7373286020?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Кировская обл., Котельничский р-н, Юбилейное сельское поселение, пос. Юбилейный;16.7.2025;1;1;http://avito.ru/kotelnich/gotoviy_biznes/prodayu_set_pvz_valdberiz_ozon_7543971729?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Анатолий;Челябинская обл., Челябинск;16.7.2025;50 000;50 000;http://avito.ru/chelyabinsk/gotoviy_biznes/pvz_yandeks_market_7444438591?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Волгоградская обл., Волгоград;16.7.2025;70 000;70 000;http://avito.ru/volgograd/gotoviy_biznes/punkty_vydachi_zakazov_7523741910?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Эля;Пензенская обл., Пенза;16.7.2025;500 000;500 000;http://avito.ru/penza/gotoviy_biznes/prodam_gotovyy_biznes_ozon_7406504189?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Татарстан, Казань;16.7.2025;600 000;600 000;http://avito.ru/kazan/gotoviy_biznes/punkt_vydachi_zakazov_wildberries_7497985898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Борис;Москва;16.7.2025;300 000;300 000;http://avito.ru/moskva/gotoviy_biznes/punkty_vydachi_zakazov_ozon_7476012392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Курганская обл., Шадринск;16.7.2025;430 000;430 000;http://avito.ru/shadrinsk/gotoviy_biznes/prodam_punkt_vydachi_ozon_7509847444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Илья;Курганская обл., Курган;16.7.2025;450;450;http://avito.ru/kurgan/gotoviy_biznes/pvz_ozon_7494252656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Кировская обл., Киров;16.7.2025;350 000;350 000;http://avito.ru/kirovskaya_oblast_kirov/gotoviy_biznes/gotovyy_biznes_punkt_vydachi_wildberries_7304991483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Московская обл., Можайский г.о., пос. Шаликово;16.7.2025;2 000 000;2 000 000;http://avito.ru/mozhaysk/gotoviy_biznes/prodaetsya_pvz_wildberries_7497001412?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;Лиана Кашапова;Республика Башкортостан, Стерлитамак;16.7.2025;500 000;500 000;http://avito.ru/sterlitamak/gotoviy_biznes/punkt_vydachi_zakazov_wb_7439731432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Республика Башкортостан, Стерлитамак;16.7.2025;450 000;450 000;http://avito.ru/sterlitamak/gotoviy_biznes/prodadaetsya_pvz_wilbderries_7444242898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
;'Без имени';Москва, Новомосковский административный округ, поселение Сосенское, пос. Коммунарка;16.7.2025;1 560 000;1 560 000;http://avito.ru/moskva/gotoviy_biznes/prodaetsya_gotovyy_pvz_vayldberiz_4468554593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtZGp0eUx2cThsck1MUmUyIjt9QnOL7T8AAAA
